0.000000000000000000e+00,3.000000000000000000e+02,3.244754434315989897e+02
1.666666666666666644e-02,2.500000000000000000e+02,3.227472508719289408e+02
3.333333333333333287e-02,2.500000000000000000e+02,3.210539905855685561e+02
5.000000000000000278e-02,2.500000000000000000e+02,3.194014109338279468e+02
6.666666666666666574e-02,2.500000000000000000e+02,3.177939391304363426e+02
8.333333333333332871e-02,2.500000000000000000e+02,3.162348536650480355e+02
1.000000000000000056e-01,2.500000000000000000e+02,3.147264519906503324e+02
1.166666666666666685e-01,2.500000000000000000e+02,3.132702064819156931e+02
1.333333333333333315e-01,2.500000000000000000e+02,3.118669050544735910e+02
1.499999999999999944e-01,2.500000000000000000e+02,3.105167745551556209e+02
1.666666666666666574e-01,2.500000000000000000e+02,3.092195876526178040e+02
1.833333333333333204e-01,2.500000000000000000e+02,3.079747540929694196e+02
2.000000000000000111e-01,2.500000000000000000e+02,3.067813976750987308e+02
2.166666666666666741e-01,2.500000000000000000e+02,3.056384208493931283e+02
2.333333333333333370e-01,2.500000000000000000e+02,3.045445598950458930e+02
2.500000000000000000e-01,2.500000000000000000e+02,3.034984248168491945e+02
2.666666666666666630e-01,2.500000000000000000e+02,3.024985374657247235e+02
2.833333333333333259e-01,2.532754148971378356e+02,3.016549816456566191e+02
2.999999999999999889e-01,2.560549509488024569e+02,3.009441972178759670e+02
3.166666666666666519e-01,2.587004931307167226e+02,3.003558469962163144e+02
3.333333333333333148e-01,2.611772535674936080e+02,2.998787613183720850e+02
3.499999999999999778e-01,2.634618162754990180e+02,2.995014018401821545e+02
3.666666666666666408e-01,2.655402441657131476e+02,2.992122294774566740e+02
3.833333333333333037e-01,2.674063806424320546e+02,2.989999900335787402e+02
4.000000000000000222e-01,2.690603387655376650e+02,2.988539293724368804e+02
4.166666666666666852e-01,2.705071707019557152e+02,2.987639485396566670e+02
4.333333333333333481e-01,2.717557099060718429e+02,2.987207038178590892e+02
4.500000000000000111e-01,2.728176001216705799e+02,2.987156834495340263e+02
4.666666666666666741e-01,2.737063804071931372e+02,2.987412261304136791e+02
4.833333333333333370e-01,2.744368265603166606e+02,2.987905263942564034e+02
5.000000000000000000e-01,2.750243494396852952e+02,2.988576200375304666e+02
5.166666666666666075e-01,2.754844952719608386e+02,2.989373471227212349e+02
5.333333333333333259e-01,2.758325744201498537e+02,2.990253137824950045e+02
5.500000000000000444e-01,2.760833214318550972e+02,2.991178281720104906e+02
5.666666666666666519e-01,2.762507176201071957e+02,2.992118452677834171e+02
5.833333333333333703e-01,2.763478100012433742e+02,2.993049047508371245e+02
5.999999999999999778e-01,2.763866040300772511e+02,2.993950682122380158e+02
6.166666666666666963e-01,2.763780017858451856e+02,2.994808572600479124e+02
6.333333333333333037e-01,2.763317777105198161e+02,2.995611937575480397e+02
6.500000000000000222e-01,2.762565847844479663e+02,2.996353431171979196e+02
6.666666666666666297e-01,2.761599848112870177e+02,2.997028648408497702e+02
6.833333333333333481e-01,2.760484785795155176e+02,2.997635529826554830e+02
6.999999999999999556e-01,2.759276226805834540e+02,2.998174025797989657e+02
7.166666666666666741e-01,2.758020490505740554e+02,2.998645661077876525e+02
7.333333333333332815e-01,2.756755599196586672e+02,2.999053180992425496e+02
7.500000000000000000e-01,2.755512089142978311e+02,2.999400241525819979e+02
7.666666666666666075e-01,2.754313827773914340e+02,2.999691141421860721e+02
7.833333333333333259e-01,2.753178817446367930e+02,2.999930593863075501e+02
8.000000000000000444e-01,2.752119970350603353e+02,3.000123533920874479e+02
8.166666666666666519e-01,2.751145848023773510e+02,3.000274961694520357e+02
8.333333333333333703e-01,2.750261341798046715e+02,3.000389815840170513e+02
8.499999999999999778e-01,2.749468298166972886e+02,3.000472872001360543e+02
8.666666666666666963e-01,2.748766097629780916e+02,3.000528666555604218e+02
8.833333333333333037e-01,2.748152168036446028e+02,3.000561441245961873e+02
9.000000000000000222e-01,2.747622438817512602e+02,3.000575105743507152e+02
9.166666666666666297e-01,2.747171737653499122e+02,3.000573215374760707e+02
9.333333333333333481e-01,2.746794132134202755e+02,3.000558961460467913e+02
9.499999999999999556e-01,2.746483219699012466e+02,3.000535171939379211e+02
9.666666666666666741e-01,2.746232369667801549e+02,3.000504320184980429e+02
9.833333333333332815e-01,2.746034921500184396e+02,3.000468540157764323e+02
1.000000000000000000e+00,2.745884343589365244e+02,3.000429646265480415e+02
1.016666666666666607e+00,2.745774356932456044e+02,3.000389156524464624e+02
1.033333333333333215e+00,2.745699027948497246e+02,3.000348317823621755e+02
1.050000000000000044e+00,2.745652834560546012e+02,3.000308132286501746e+02
1.066666666666666652e+00,2.745630709440098371e+02,3.000269383904824281e+02
1.083333333333333259e+00,2.745628064047771772e+02,3.000232664777650484e+02
1.100000000000000089e+00,2.745640796810235997e+02,3.000198400434218797e+02
1.116666666666666696e+00,2.745665288461144655e+02,3.000166873845100213e+02
1.133333333333333304e+00,2.745698387255530406e+02,3.000138247836526375e+02
1.149999999999999911e+00,2.745737386450501276e+02,3.000112585717105844e+02
1.166666666666666741e+00,2.745779996137958960e+02,3.000089870005948001e+02
1.183333333333333348e+00,2.745824311221372795e+02,3.000070019217214963e+02
1.199999999999999956e+00,2.745868777054222392e+02,3.000052902709927594e+02
1.216666666666666563e+00,2.745912154003327714e+02,3.000038353654506409e+02
1.233333333333333393e+00,2.745953481968641654e+02,3.000026180200292174e+02
1.250000000000000000e+00,2.745992045683018432e+02,3.000016174952568804e+02
1.266666666666666607e+00,2.746027341430231559e+02,3.000008122884386808e+02
1.283333333333333215e+00,2.746059045657614206e+02,3.000001807819036230e+02
1.300000000000000044e+00,2.746086985819407573e+02,2.999997017624247633e+02
1.316666666666666652e+00,2.746111113667685686e+02,2.999993548260204079e+02
1.333333333333333259e+00,2.746131481107317995e+02,2.999991206820888578e+02
1.350000000000000089e+00,2.746148218649213391e+02,2.999989813703137429e+02
1.366666666666666696e+00,2.746161516429322091e+02,2.999989204030522956e+02
1.383333333333333304e+00,2.746171607708649844e+02,2.999989228450500605e+02
1.399999999999999911e+00,2.746178754729850198e+02,2.999989753413618701e+02
1.416666666666666741e+00,2.746183236777105208e+02,2.999990661033431820e+02
1.433333333333333348e+00,2.746185340266445678e+02,2.999991848615376284e+02
1.449999999999999956e+00,2.746185350682098374e+02,2.999993227932743594e+02
1.466666666666666563e+00,2.746183546168537646e+02,2.999994724316890711e+02
1.483333333333333393e+00,2.746180192593442371e+02,2.999996275620974870e+02
1.500000000000000000e+00,2.746175539893040991e+02,2.999997831106493891e+02
1.516666666666666607e+00,2.746169819524341733e+02,2.999999350293749103e+02
1.533333333333333215e+00,2.746163242858697799e+02,3.000000801809936775e+02
1.550000000000000044e+00,2.746156000362686314e+02,3.000002162261779404e+02
